thread_id,customer_query,brand_response_actual,intent,escalate,escalation_reason,notes
a90b17cb5f28,fix ur shit i’m tired of typing i️ and boxes coming up,We want your keyboard working for you; we'll do all we can to help. Let's try these steps: [URL],technical_issue,yes,Customer expresses strong frustration and anger ('fix ur shit').,
49db98c97c69,Does anyone know what the the hell this is and why my phone keeps activating it today? getting annoying [URL],We'd be happy to look into this. Were you recently watching a video or listening to any clips from any of your apps?,technical_issue,no,,
80dafbde6dce,Why won’t my phone download apps ?,"We'd be happy to help. Have you tried restarting your device or using Wi-Fi? If you are receiving an error, what error are you getting?",technical_issue,no,,
8220e93737ad,"Hey , I need y’all to put out an iOS update to take off this I.T nonsense 😒😒😒",Let's work on it together. Please let us know which version of iOS 11 you currently have installed.,feedback_complaint,no,,
97999e009116,"hi , IOS11 made my phone so fucking slow, and I JUST WANT To BREAK EVERYTHINg [URL]",We’d like to help with this. Can you start by letting us know more about the change in battery life via DM? [URL],technical_issue,yes,Customer expresses strong frustration and anger (use of profanity and caps).,
f9222df8270c,i just got the iphone 8 plus last week &amp; it’s freezing so much... wtf.. a $900 phone should not be freezing this much..,We're happy to help. DM us and let us know if the issue occurs in a specific app. We can go from there. [URL],technical_issue,no,,
8ad87595e42e,Happy birthday to one of my besties!!!!! Love you,Here’s what you can do as a work around until it’s fixed in a future software update: [URL] DM us questions. [URL],other,no,,
a3ec68598a72,"Called to fix my Mac software problem, technician erased all my data. #needmydataback",We'd like to gather some more info to see what's going on. DM us with what type of Mac you have; we'll meet you there. [URL],technical_issue,yes,The issue involves sensitive personal data loss (erasure of all data) and requires access to internal systems or specialized recovery tools that cannot be handled by a standard automated response.,
51a31bfa5f2a,what is this box that’s keeps popping up when I️ type something . I️,Thanks for reaching out. We have a workaround for this here: [URL] DM us if you still need help. [URL],technical_issue,no,,
1e01830bfcf9,So the new iOS11 feature that stops apps from requesting rating reviews is working great. And by that I mean #notworkingatall,"We're here to help. Let's check Settings &gt; iTunes &amp; App Store. Is the ""In-App Ratings and Reviews"" switch already off?",technical_issue,no,,
36686212b9b0,"After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",We want to help. Are you still seeing a blank black screen on your Mac? Send us a DM. [URL],technical_issue,no,,
f356464c0f1b,Anyone else’s iPhone not letting them take a screenshot ever since the new update???? help - my phone is only 5 months old! 🙄,"We'd like to help. If this link does not help, try restarting: [URL]",technical_issue,no,,
085b5fae046e,"I need to recover my appleId, I am putting it in recovery from last 3 times, wait for 4 days but every time it looses status and ask me to put it in recovery again. Can I get my appleID deleted so that i can make a new one?",We know your Apple ID is an important part of your Apple products. Have you tried to regain access to your account following the steps here: [URL],account_access,yes,The customer has reported a recurring failure in the automated recovery process (repeat contact) and is requesting a specific account modification (deletion) that cannot be resolved with a standard self-service link.,
8f62adc91479,your latest update jacked up my IPhone! Thanks a lot !!!!!😡😤,"We'd like to assist you with any issues you're seeing. Meet us in DM, and let us know exactly what's going on so we can help. [URL]",technical_issue,yes,Customer expresses strong frustration and anger (criterion 1) regarding a software malfunction (technical issue).,
04708f490d08,Thanks ! One of your last #updates has erased my contacts! I had over 275 now down to 53! I thought it was a hacker till someone told me it happened to them. Please Fix and Restore my contacts! They aren’t in #TheCloud either. Just....gone!,We'd be happy to look into this with you. Let us know which device you're using and the OS installed via DM. We'll go from there. [URL],technical_issue,yes,"The issue involves the loss of sensitive personal data (contacts) and the customer expresses strong frustration and urgency, requiring human intervention to investigate and potentially restore data.",
09af39002d5d,So iCloud just inexplicably locked up all of my photos . Let’s discuss.,"We'll be happy to get you pointed in the right direction. For help with Photos, connect with an Advisor here: [URL]",technical_issue,no,,
f089ff489727,okay for real... why can’t I type “I️” and why does it looking like Androids 😤,"We're here to assist you. For more information, please visit: [URL]",technical_issue,yes,"Customer expresses strong frustration (indicated by 'for real', 'why', and angry emoji) and the issue involves specific software behavior (keyboard input/emoji rendering) that likely requires human diagnosis or configuration assistance beyond a generic link.",
544d10e3bbc4,You know y’all need to get this keyboard together! It’s like reading hieroglyphics sometimes with this glitch! 👊🏾,We're here to help. Join us in DM and we'll continue there. [URL],technical_issue,no,,
faebcca3bce5,"updated iOS on iPhone 7 to 11.0.3 - slower, longer to charge, non-responsive applications. #badcode #testyourcode",We'd like to take a look at all these issues with you. DM us and let us know which apps aren't responding. We'll start there. [URL],technical_issue,no,,
e113010cfccb,"la nueva actualización de iSO para mi IPhone 6 lo volvió más lento en las aplicaciones y teclear, cómo solucionarlo ??",We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL],technical_issue,no,,
c5545dd1488b,Deadass dropped my phone .00005 cm and got a huge crack across the phone... thanks,We'd be happy to look into some options for you. Please DM us. [URL],feedback_complaint,no,,
8f5116140bdf,The random capitalization of words like “flight” and “gate” is super annoying . *see attached [URL],Let's take a look. Do you have any Text Replacements set up that could be suggesting this correction?,technical_issue,no,,
05dc150bee44,The most recent iOS update has yet again screwed up the music on my phone. I am so sick of your shit,We can help with your music issues. Send us a DM with your exact iOS version and we can go over some options with you. [URL],technical_issue,yes,"The customer expresses strong frustration and anger, using profanity ('screwed up', 'sick of your shit'), which meets the escalation criteria for high emotional distress.",
618f5d73079a,Left home with full charge this morning at 8:30... Why is my phone at 26% with minimal usage? 😡,We can help. Which iPhone do you own? What iOS is shown in Settings &gt; General &gt; About?,technical_issue,no,,
f0d211ce50b2,I thought #ios11 was supposed to fix this issue [URL],We want to help. Could you give us a little more detail as to what the issue is?,technical_issue,no,,
82f305d096c9,"Dear iOS 11.0.3 = awful. Need 3 batteries + ton of patience to reopen post app crashes. Please. Fix. This. Love, my charger x",Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there. [URL],technical_issue,yes,The customer expresses strong frustration and anger regarding a specific software malfunction (app crashes and battery drain).,
53bd3f078b82,I HATE MY IPHONE 8!!!! All it does is freeze and crash every damn app. It’s so frustrating when I’m trying to get work done. I have the highest model too!!! And the latest update! I’m beyond pissed at how poorly this phone performs,"That's not the experience we want for you, and we're here to help. Do you notice your iPhone freezing when using certain apps, performing specific actions like switching apps, or randomly? Let us know in DM, and we'll continue from there. [URL]",technical_issue,yes,"The customer expresses strong frustration and anger (e.g., 'I HATE MY IPHONE 8!!!!', 'beyond pissed'), which meets the escalation criteria for emotional distress.",
fa214b38ea80,Alright guys anyone have an old unlocked phone laying around I'm sick of having no storage,Some of that space is being used by the iOS itself. You won't see that portion reflect as available space overall.,how_to,no,,
5a26c8c43706,FIX UR SHIT I LITERALLY JUST UPGRADED NOT TOO LONG AGO AND MY SHIT KEEPS GLITCHING YALL AINT SLICK,Let's look into this for you. Send us a DM with more details about what you are experiencing. [URL],technical_issue,yes,Customer expresses strong frustration and anger (criterion 1) and reports a specific technical malfunction (glitching after upgrade) that requires investigation.,
da5d02e5e9cb,How long does the upgrade take ? Been around 2 hours... this is while upgrading to Sierra [URL],We'd be happy to help get your Mac updated. The time an update takes to install will vary depending on a variety of factors. Can you DM us if you have a Time Machine backup? We want to be sure your data is secure before advising on next steps: [URL],technical_issue,no,,
d82e5a7a0685,all of the photos on my camera roll got deleted! Are you serious I’m so annoyed!!! About 1 hour ago they were all there now gone! 🤬😡 #Apple,"Hey there. We've received your DM, and will be following up with you there. Be on the lookout for our reply.",technical_issue,yes,"The customer reports a critical data loss issue (all photos deleted) and expresses strong frustration and anger, meeting the criteria for escalation due to emotional distress and the severity of the potential data loss.",
db767fd861e4,my iPhone needs help.,"We're here for you. Please let us know exactly what's going on, including which model of iPhone and version of iOS you're using. We're glad to help!",other,no,,
a4c041cae4b9,the most recent update made my phone almost useless when is the next update with all the patches coming out,We'd be happy to troubleshoot your device with you. Which iPhone and version of iOS are you using? Please reply in DM? [URL],technical_issue,no,,
3b74e9dfda7d,hey are you gonna release a statement regarding this annoying AF “I️” glitch? If I️ see one more A ? or ! ? I️ WAS TOLD BY APPLECARE,Thanks for reaching out. We have a workaround for this here: [URL],technical_issue,yes,Customer expresses strong frustration and anger (use of profanity like 'annoying AF' and aggressive capitalization).,
e58361ee612d,Apple Pay cash not showing up in the new update on my iPhone X I tried to reboot.,"At this time, Apple Pay Cash is not available within the iOS 11.2 update.",technical_issue,no,,
648c3f982b87,why do I️ have the letter I️ under my emojis 🤔🤔🤔🤔🤔🤔🤔🤔🤔 [URL],Let's help take a closer look. Check out this article: [URL] [URL],how_to,no,,
16a73140ae40,you guys are killing me right now!!!!!!!,We want your experience to be a good one. What's going on?,feedback_complaint,yes,Customer expresses strong frustration and anger.,
d4067e5eff70,WTF!! this update is BULLSHIT my battery is fkn fried I literally unplug it and it drops to 70% FIX THIS SHIT! #iphone #iosfail #ios1111 #iphonefail,We’re happy to look into issues with your battery draining more quickly than expected. Let’s start here by comparing your settings to these settings for maximizing battery performance: [URL],technical_issue,yes,Customer expresses strong frustration and anger (use of profanity and all-caps).,
48f4c56641d5,"Too late sound works 50% of time, apps crashing constantly. #getagrip #Apple !! [URL]","We'd like to look this over with you. Please meet us in DM so we may gather information, and better assist. [URL]",technical_issue,yes,"The customer expresses strong frustration and anger (using hashtags like #getagrip and exclamation marks), and the issue involves multiple technical malfunctions (sound and app crashes) that require human intervention to gather information and resolve.",
5dbece2e9eb7,Hey how come every time we get an update or a new iPhone comes out...older models seem to forget how to work. I have a 6s.. 😤😤 [URL],Let's see what we can do to help. Send us a DM with more details about what you are experiencing.,feedback_complaint,no,,
d24a755b8a82,why can’t I get my 1st generation Watch to unlock my Mac on High Sierra?,We want to look into this with you. What happens when you try?,technical_issue,no,,
5ef6a49fae58,my phone was messing up so I turned it off and on and saw that 1000 of my photos have just disappeared?????????? Wtf???? [URL],Thanks for reaching out. We're here to help. DM us so we can look into this further with you. [URL],technical_issue,yes,"The customer expresses strong frustration (use of 'Wtf', multiple question marks) and reports a significant data loss issue (1000 photos disappeared), which involves sensitive personal data and requires investigation beyond standard automated responses.",
18e91335fc2d,how do change the ugly black text back to white in iOS 11.2? [URL],"Text color will change depending on the color of the background. With light backgrounds, you get dark text and vice versa. That way you can be sure to be able to read the text.",how_to,no,,
cebe89a616fb,I️ had over 2000 photos in my phone &amp; now I️ have 100 wtf... your moms a hoe,We'd love to take a look. Please DM us which device and software you’re using. [URL],technical_issue,yes,Customer expresses strong frustration and anger (using profanity) regarding a potential data loss issue.,
ff21b4e7bf86,iPhone photos won’t delete but repeat storage full message,"Thank you for reaching out. For help with Photos, please use this link to contact our Photos experts: [URL] [URL]",technical_issue,no,,
09bbd88a1dd4,IOS 11 is such a mess. Fix that asap,We’re happy to help with any complications you’re facing after updating. Could you let us know more details via DM? [URL],feedback_complaint,no,,
ed9e2cd86f7d,"I started updating my phone at 5pm yesterday. This has been the worst experience moving to iPhone X. In 10 years, I’ve never had this much trouble. [URL]",We're here to help. Let's take this to DM so we can better assist you. [URL],technical_issue,yes,The customer expresses strong frustration and indicates a significant technical issue (trouble updating/moving to iPhone X) that likely requires human intervention to resolve.,
27a09cc49e49,the latest update is a nightmare. Frozen screens not had before. No alerts on emails. Jumping ahead at the slightest touch,We're here for you. Please DM some further details and we can go from there together. [URL],technical_issue,yes,"The customer expresses strong frustration ('nightmare') and reports multiple complex, multi-faceted software malfunctions (frozen screens, missing alerts, touch sensitivity issues) following an update, which likely requires a human agent to investigate and resolve.",
af8208844135,"Dear , Please fix the I = I️ situation. You’re making it very hard to communicate in the 1st person.",Here’s what you can do as a work around until it’s fixed in a future software update: [URL] DM us questions. [URL],technical_issue,no,,
494e66167d69,with every macOS update I have to fix external monitor colors manually,Thanks for reaching out. Here is a helpful resource: [URL] Questions? Please let us know.,technical_issue,no,,
7c7112b7654c,-can you really be considered innovative when you can’t even make a phone battery? New upgrade draining battery like never before!,"Let us know via DM which device you are having this issue with, then we can assist you from there on resolving this. [URL]",technical_issue,no,,
09b89699924b,Batery life drained by a 10% in about 25 minutes of regular use. #ios11.1 #iphone6,We know how important reliable power is. Could you let us know what you consider constitutes regular use? We can help!,technical_issue,no,,
713eb75a0d8f,What’s going on? My iPhone 7plus just hanged with no response! I really my old Samsung note 8. Big mistake to swap it. [URL],We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. [URL],technical_issue,yes,Customer expresses strong frustration and dissatisfaction with the device malfunction.,
e6c37ddc4d2b,how do i back up to my computer and update ipod/iphone apps now that itunes doesn't do it?,"Hi there. We're happy to help with this. You can find the steps to make an iTunes backup here: [URL] Update your apps in the App Store on your device under the ""updates"" tab. Let us know if this helps.",how_to,no,,
d03e82362f40,"Yo , how the hell do I turn off the symbols in text messages when I open them up - I NEVER USE ANY OF THEM WHAT IS THE POINT",Can you please DM us on which device you are using? [URL],how_to,yes,The customer expresses strong frustration and anger (use of profanity and all caps).,
e1440d44a2fe,this new phone software is making my phone slow and glitchy! Not impressed!,"We want your iPhone working great. We're happy to help. DM us your model iPhone, iOS 11 version installed, &amp; we'll get started. [URL]",technical_issue,no,,
3cd920683e56,My phone is changing “I️” to I️. What the hell ?,Thank you for the screenshots! Let's work together in a DM. Please let us know which apps you experience this with. [URL],technical_issue,yes,The customer expresses strong frustration and anger (indicated by the phrase 'What the hell ?').,
e16ddd4e747b,i have an issue with ios11 iphone6s not ‘seeing’ imac in airdrop. Apparently im not alone. Is there a fix?,DM and tell us which version of iOS 11 you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there to help. [URL],technical_issue,no,,
2f997a7452fa,Honestly my stupid phone is killing me! sort out this fix update immediately if not sooner [URL],Here’s what you can do to work around the issue until it’s fixed in a future software update: [URL],technical_issue,yes,"The customer expresses strong frustration and anger ('killing me', 'stupid phone', 'immediately if not sooner'), which meets the escalation criteria for emotional distress.",
352d8ef922c5,"Is it normal that the back camera of the IPhone 8 overheats, after few minutes of video recording?",Let’s look into this together and find out what is happening. Reach out to us in DM and let us know if this happens with every video recording. [URL],technical_issue,no,,
ab120c678afb,help me. I️ have the iPhone 7+ and every time I️ type the letter I️ it shows as some weird thing. Same for the letter o.,Let's take a look at this together. Have you already updated to iOS 11.1? Let us know in DM. [URL],technical_issue,no,,
32ecccec2e26,Aye dude ..... HOW THE FUCK ... that’s my number calling my own phone what in the witchcraft is his [URL],It looks like this may be a phishing attempt. Check out the information here for help with spam calls: [URL],other,yes,"The customer is reporting a potential security breach involving their personal phone number being used for spoofing or phishing, which involves sensitive data and security concerns.",
85b41cc98547,If I inadvertently deleted note month ago in Notes app &amp; have been backing up daily to iCloud Possible to retrieve that note?,Glad you reached out. Please DM us and we can chat. [URL],how_to,no,,
a5e5ece7b541,"hello, can you tell me why my car doesn’t recognise my iPhone anymore since the last software update???",We want you to be able to use your iPhone with your car. Which car model do you have? Have you tried unpairing your iPhone from your car and pairing it again?,technical_issue,no,,
c8b37dede516,11.03 is making my phone super buggy. Glitchy. Apps crashing. Screen going blank. Unresponsive touch.,"That's certainly not the experience we want you to have. Please send us a DM with which iPhone you have, and we'll continue there. [URL]",technical_issue,no,,
067598237b97,At home my iphone does not connect to Wifi incorrect password. When I restart the phone it connects. problem since ios11 updat,We've received your DM &amp; will follow up with you there. Keep an eye out for our reply shortly. Thanks!,technical_issue,no,,
43ae4ad1a9be,Is there any way to restore apps and app data from iCloud without the iOS settings!?,Let's look into this for you. Send us a DM and we can explore some options for you. [URL],how_to,no,,
60cb46e4bc63,ame della mi spiegate per quale fottuto motivo il mio iPad mini di prima generazione è oramai praticamente inutilizzabile? lento e si connette con difficoltà a internet. neanche il ripristino ne pone rimedio,We offer support via Twitter in English. Contact us for help in your preferred language here: [URL],technical_issue,yes,"The customer expresses strong frustration and anger (using profanity like 'fottuto') and reports a persistent technical issue (slow performance, connectivity problems) that has not been resolved by standard troubleshooting (factory reset).",
89e88ae290e5,Bro these updates are starting to freeze my phone and crashing apps what now? #8PlusProblems,Let's check it out. Does iOS 11.1 show in Settings &gt; General &gt; About? When do you notice freezing?,technical_issue,no,,
